REF_AREA,Geographic area,INDICATOR,Indicator,SEX,Sex,AGE,Current age,RESIDENCE,Residence,EDUCATION_LEVEL,Education Level,SERIES_FOOTNOTE,UNIT_MULTIPLIER,Unit multiplier,UNIT_MEASURE,Unit of measure,TIME_PERIOD,OBS_VALUE,SOWC_FLAG_A,SOWC flag A,OBS_FOOTNOTE,OBS_STATUS,Observation Status,DATA_SOURCE,OBS_CONF,Observation confidentaility,TIME_PERIOD_METHOD,Time period activity related to when the data are collected,FREQ_COLL,Time interval at which the source data are collected
SLE,Sierra Leone,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,6.1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SLE,Sierra Leone,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,2.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SLE,Sierra Leone,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,3.6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SLE,Sierra Leone,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,10.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SLV,El Salvador,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,4.9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SLV,El Salvador,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SLV,El Salvador,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,4.1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SLV,El Salvador,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,3.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SLV,El Salvador,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,3.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SLV,El Salvador,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,3.6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SLV,El Salvador,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SOM,Somalia,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,9.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SOM,Somalia,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,12.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SOM,Somalia,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,22.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SOM,Somalia,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,12.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SOM,Somalia,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SOM,Somalia,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,13.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SOM,Somalia,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,23.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SRB,Serbia,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,11.1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SRB,Serbia,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,7.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SRB,Serbia,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,10.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SRB,Serbia,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,11.9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SRB,Serbia,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,11.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SRB,Serbia,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,9.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SRB,Serbia,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,9.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SSD,South Sudan,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,13.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SSD,South Sudan,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,9.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SSD,South Sudan,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,7.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SSD,South Sudan,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,10.9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SSD,South Sudan,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,20.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SSD,South Sudan,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,23.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SSD,South Sudan,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,12,,,,A,Normal value,International Labour Organization (ILO),,,,,,
STP,Sao Tome and Principe,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,20.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
STP,Sao Tome and Principe,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,17.9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
STP,Sao Tome and Principe,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,23.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
STP,Sao Tome and Principe,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,13.1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
STP,Sao Tome and Principe,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,8.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
STP,Sao Tome and Principe,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,6.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
STP,Sao Tome and Principe,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,11.3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SUR,Suriname,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,12.6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SUR,Suriname,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,6.9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SUR,Suriname,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,11.3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SUR,Suriname,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,4.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SUR,Suriname,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,2.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SUR,Suriname,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SUR,Suriname,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SVK,Slovakia,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,5.3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SVK,Slovakia,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SVK,Slovakia,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,4.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SVK,Slovakia,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,5.6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SVK,Slovakia,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,5.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SVK,Slovakia,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,6.9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SVK,Slovakia,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,6.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SVN,Slovenia,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,3.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SVN,Slovenia,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SVN,Slovenia,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,4.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SVN,Slovenia,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,4.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SVN,Slovenia,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SVN,Slovenia,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,5.1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SVN,Slovenia,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,4.3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SWE,Sweden,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SWE,Sweden,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,7.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SWE,Sweden,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,6.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SWE,Sweden,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,6.3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SWE,Sweden,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SWE,Sweden,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,6.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SWE,Sweden,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SWZ,Eswatini,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,22.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SWZ,Eswatini,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,20.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SWZ,Eswatini,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,21.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SWZ,Eswatini,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,25.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SWZ,Eswatini,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,14.9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SWZ,Eswatini,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,24,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SWZ,Eswatini,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,23.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SYR,Syrian Arab Republic,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,17.3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SYR,Syrian Arab Republic,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,20.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SYR,Syrian Arab Republic,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,7.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SYR,Syrian Arab Republic,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,23.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SYR,Syrian Arab Republic,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,5.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SYR,Syrian Arab Republic,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
SYR,Syrian Arab Republic,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,8.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
TCD,Chad,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
TCD,Chad,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,1.9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
TCD,Chad,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
TCD,Chad,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,1.1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
TCD,Chad,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,4.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
TCD,Chad,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,4.1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
TCD,Chad,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,1.9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
TGO,Togo,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,4.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
TGO,Togo,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,4.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
TGO,Togo,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
TGO,Togo,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,3.6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
TGO,Togo,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,2.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
TGO,Togo,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,1.1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
TGO,Togo,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,2.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
THA,Thailand,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,0.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
THA,Thailand,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,0.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
THA,Thailand,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,0.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
THA,Thailand,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,0.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
THA,Thailand,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,0.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
THA,Thailand,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,0.6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
THA,Thailand,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,0.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
TJK,Tajikistan,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,5.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
TJK,Tajikistan,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,6.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
TJK,Tajikistan,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,3.1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
TJK,Tajikistan,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,7.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
TJK,Tajikistan,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,4.9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
TJK,Tajikistan,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,8.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
TJK,Tajikistan,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,5.9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
TKM,Turkmenistan,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,5.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
TKM,Turkmenistan,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,2.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
TKM,Turkmenistan,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,1.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
TKM,Turkmenistan,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,3.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
TKM,Turkmenistan,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,4.9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
TKM,Turkmenistan,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
TKM,Turkmenistan,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,3.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
TLS,Timor-Leste,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,1.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
TLS,Timor-Leste,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
TLS,Timor-Leste,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
TLS,Timor-Leste,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,4.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
TLS,Timor-Leste,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,3.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
TLS,Timor-Leste,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,3.1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
TLS,Timor-Leste,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,16.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
TON,Tonga,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,3.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
TON,Tonga,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
TON,Tonga,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,3.6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
TON,Tonga,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,2.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
TON,Tonga,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,2.6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
